detector,base_id,transform,cwe,score_margin,vdcp_success,score_tie,decision_success
VulBERTa-public,juliet-CWE123-0399,original,CWE123,-0.43111860752105713,0.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0009,original,CWE124,0.05231216549873352,1.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0133,original,CWE124,0.3847607672214508,1.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0165,original,CWE124,-0.5970668792724609,0.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0193,original,CWE124,-0.39726900309324265,0.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0274,original,CWE124,-0.6138113141059875,0.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0278,original,CWE124,0.014877855777740479,1.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0306,original,CWE124,-0.013104021549224854,0.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0319,original,CWE124,0.0245649516582489,1.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0354,original,CWE124,-0.039750635623931885,0.0,0.0,0.0
VulBERTa-public,juliet-CWE124-0370,original,CWE124,0.046372078359127045,1.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0031,original,CWE126,0.1316739171743393,1.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0096,original,CWE126,0.13250936567783356,1.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0107,original,CWE126,0.08007664978504181,1.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0132,original,CWE126,-0.4625121131539345,0.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0230,original,CWE126,-0.1392737329006195,0.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0237,original,CWE126,-0.313078373670578,0.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0252,original,CWE126,-0.06464499235153198,0.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0258,original,CWE126,-0.3436805307865143,0.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0279,original,CWE126,-0.7545653060078621,0.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0309,original,CWE126,0.034291744232177734,1.0,0.0,0.0
VulBERTa-public,juliet-CWE126-0345,original,CWE126,0.36139078438282013,1.0,0.0,1.0
VulBERTa-public,juliet-CWE127-0001,original,CWE127,-0.37262631952762604,0.0,0.0,0.0
VulBERTa-public,juliet-CWE127-0190,original,CWE127,0.30855053663253784,1.0,0.0,0.0
VulBERTa-public,juliet-CWE127-0292,original,CWE127,-0.29986369609832764,0.0,0.0,0.0
VulBERTa-public,juliet-CWE127-0336,original,CWE127,-0.09388088434934616,0.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0005,original,CWE134,0.27664509415626526,1.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0070,original,CWE134,0.12741146236658096,1.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0103,original,CWE134,0.16162465885281563,1.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0235,original,CWE134,0.08939625322818756,1.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0257,original,CWE134,0.1861392855644226,1.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0311,original,CWE134,0.2814120054244995,1.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0316,original,CWE134,0.16965998709201813,1.0,0.0,0.0
VulBERTa-public,juliet-CWE134-0351,original,CWE134,0.2149096168577671,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0026,original,CWE15,0.2206416055560112,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0039,original,CWE15,0.1725313514471054,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0078,original,CWE15,0.004659205675125122,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0121,original,CWE15,0.2242146134376526,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0158,original,CWE15,0.26895011216402054,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0239,original,CWE15,0.21203581988811493,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0248,original,CWE15,0.24244194105267525,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0254,original,CWE15,0.2223913073539734,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0270,original,CWE15,0.19628245756030083,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0273,original,CWE15,0.2130436971783638,1.0,0.0,0.0
VulBERTa-public,juliet-CWE15-0385,original,CWE15,0.20990484952926636,1.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0119,original,CWE176,-0.3094852790236473,0.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0161,original,CWE176,-0.03464186191558838,0.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0168,original,CWE176,-0.09613347798585892,0.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0180,original,CWE176,-0.34574151039123535,0.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0213,original,CWE176,-0.17724980413913727,0.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0224,original,CWE176,-0.19138317555189133,0.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0225,original,CWE176,-0.19179486483335495,0.0,0.0,0.0
VulBERTa-public,juliet-CWE176-0299,original,CWE176,-0.056675925850868225,0.0,0.0,0.0
VulBERTa-public,juliet-CWE190-0003,original,CWE190,-0.5028169378638268,0.0,0.0,0.0
VulBERTa-public,juliet-CWE190-0068,original,CWE190,-0.06880229711532593,0.0,0.0,0.0
VulBERTa-public,juliet-CWE190-0130,original,CWE190,-0.3680495023727417,0.0,0.0,0.0
VulBERTa-public,juliet-CWE190-0186,original,CWE190,-0.13375571370124817,0.0,0.0,0.0
VulBERTa-public,juliet-CWE190-0240,original,CWE190,0.02806960791349411,1.0,0.0,0.0
VulBERTa-public,juliet-CWE190-0307,original,CWE190,0.29607412964105606,1.0,0.0,0.0
VulBERTa-public,juliet-CWE190-0365,original,CWE190,0.1956576704978943,1.0,0.0,0.0
VulBERTa-public,juliet-CWE191-0019,original,CWE191,-0.02407379448413849,0.0,0.0,0.0
VulBERTa-public,juliet-CWE191-0098,original,CWE191,0.7261004596948624,1.0,0.0,1.0
VulBERTa-public,juliet-CWE191-0123,original,CWE191,-0.03466905280947685,0.0,0.0,0.0
VulBERTa-public,juliet-CWE191-0201,original,CWE191,0.2961640954017639,1.0,0.0,0.0
VulBERTa-public,juliet-CWE191-0217,original,CWE191,-0.02945166826248169,0.0,0.0,0.0
VulBERTa-public,juliet-CWE191-0335,original,CWE191,-0.038501061499118805,0.0,0.0,0.0
VulBERTa-public,juliet-CWE191-0381,original,CWE191,0.4294847100973129,1.0,0.0,1.0
VulBERTa-public,juliet-CWE194-0007,original,CWE194,-0.04189091920852661,0.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0022,original,CWE194,0.04269088804721832,1.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0051,original,CWE194,-0.5559113696217537,0.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0053,original,CWE194,-0.08590750396251678,0.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0150,original,CWE194,0.02675105631351471,1.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0157,original,CWE194,-0.6083665639162064,0.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0169,original,CWE194,0.10767138749361038,1.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0332,original,CWE194,0.00634504109621048,1.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0353,original,CWE194,-0.0454464815557003,0.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0380,original,CWE194,0.12187309563159943,1.0,0.0,0.0
VulBERTa-public,juliet-CWE194-0388,original,CWE194,-0.07502894848585129,0.0,0.0,0.0
VulBERTa-public,juliet-CWE195-0016,original,CWE195,0.06327461451292038,1.0,0.0,0.0
VulBERTa-public,juliet-CWE195-0163,original,CWE195,0.575144823640585,1.0,0.0,1.0
VulBERTa-public,juliet-CWE195-0185,original,CWE195,0.0461033433675766,1.0,0.0,0.0
VulBERTa-public,juliet-CWE195-0196,original,CWE195,0.14461058378219604,1.0,0.0,0.0
VulBERTa-public,juliet-CWE195-0199,original,CWE195,-0.13342952728271484,0.0,0.0,0.0
VulBERTa-public,juliet-CWE195-0346,original,CWE195,0.09167678654193878,1.0,0.0,0.0
VulBERTa-public,juliet-CWE195-0356,original,CWE195,0.15293330699205399,1.0,0.0,0.0
VulBERTa-public,juliet-CWE197-0012,original,CWE197,-0.03570549935102463,0.0,0.0,0.0
VulBERTa-public,juliet-CWE197-0061,original,CWE197,0.0224703848361969,1.0,0.0,0.0
VulBERTa-public,juliet-CWE197-0067,original,CWE197,0.036538831889629364,1.0,0.0,0.0
VulBERTa-public,juliet-CWE197-0082,original,CWE197,-0.01956818252801895,0.0,0.0,0.0
VulBERTa-public,juliet-CWE197-0260,original,CWE197,-0.02664642408490181,0.0,0.0,0.0
VulBERTa-public,juliet-CWE197-0339,original,CWE197,0.07860808819532394,1.0,0.0,0.0
VulBERTa-public,juliet-CWE197-0350,original,CWE197,-0.028548400849103928,0.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0015,original,CWE256,0.016732409596443176,1.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0028,original,CWE256,-0.26181361824274063,0.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0138,original,CWE256,-0.2536710798740387,0.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0192,original,CWE256,-0.16150233894586563,0.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0304,original,CWE256,-0.24879754334688187,0.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0310,original,CWE256,-0.16021929681301117,0.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0322,original,CWE256,-0.2496039718389511,0.0,0.0,0.0
VulBERTa-public,juliet-CWE256-0371,original,CWE256,-0.2441936507821083,0.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0029,original,CWE259,0.2265268862247467,1.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0126,original,CWE259,-0.024517327547073364,0.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0129,original,CWE259,-0.04751548171043396,0.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0174,original,CWE259,0.054174602031707764,1.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0175,original,CWE259,-0.26805397123098373,0.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0176,original,CWE259,-0.05050598084926605,0.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0200,original,CWE259,-0.055271461606025696,0.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0206,original,CWE259,-0.1961643546819687,0.0,0.0,0.0
VulBERTa-public,juliet-CWE259-0355,original,CWE259,-0.07405164837837219,0.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0017,original,CWE319,0.27940014749765396,1.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0102,original,CWE319,0.19613585621118546,1.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0141,original,CWE319,0.05668462812900543,1.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0232,original,CWE319,0.011629864573478699,1.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0245,original,CWE319,-0.09130613505840302,0.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0272,original,CWE319,0.13472286611795425,1.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0276,original,CWE319,0.0865543782711029,1.0,0.0,0.0
VulBERTa-public,juliet-CWE319-0297,original,CWE319,-0.0889987051486969,0.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0111,original,CWE321,-0.19166702032089233,0.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0308,original,CWE321,-0.23750847578048706,0.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0312,original,CWE321,-0.25660382956266403,0.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0323,original,CWE321,-0.569402426481247,0.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0325,original,CWE321,-0.1194995567202568,0.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0364,original,CWE321,0.03085950016975403,1.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0383,original,CWE321,0.03486514091491699,1.0,0.0,0.0
VulBERTa-public,juliet-CWE321-0397,original,CWE321,-0.14949041604995728,0.0,0.0,0.0
VulBERTa-public,juliet-CWE369-0152,original,CWE369,-0.5723436065018177,0.0,0.0,0.0
VulBERTa-public,juliet-CWE369-0181,original,CWE369,0.06355118751525879,1.0,0.0,0.0
VulBERTa-public,juliet-CWE369-0207,original,CWE369,0.003649674355983734,1.0,0.0,0.0
VulBERTa-public,juliet-CWE369-0324,original,CWE369,0.03246842697262764,1.0,0.0,0.0
VulBERTa-public,juliet-CWE369-0373,original,CWE369,0.21891765296459198,1.0,0.0,0.0
VulBERTa-public,juliet-CWE400-0018,original,CWE400,0.09799100458621979,1.0,0.0,0.0
VulBERTa-public,juliet-CWE400-0043,original,CWE400,0.12752899527549744,1.0,0.0,0.0
VulBERTa-public,juliet-CWE400-0076,original,CWE400,0.10236483812332153,1.0,0.0,0.0
VulBERTa-public,juliet-CWE400-0194,original,CWE400,0.09916433691978455,1.0,0.0,0.0
VulBERTa-public,juliet-CWE400-0219,original,CWE400,0.8785406276583672,1.0,0.0,1.0
VulBERTa-public,juliet-CWE400-0263,original,CWE400,0.13501711189746857,1.0,0.0,0.0
VulBERTa-public,juliet-CWE400-0266,original,CWE400,-0.7257775664329529,0.0,0.0,0.0
VulBERTa-public,juliet-CWE400-0288,original,CWE400,0.5297720953822136,1.0,0.0,1.0
VulBERTa-public,juliet-CWE400-0343,original,CWE400,-0.0006753355264663696,0.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0021,original,CWE401,-0.08873884379863739,0.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0091,original,CWE401,0.12445264682173729,1.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0108,original,CWE401,-0.006856173276901245,0.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0140,original,CWE401,0.04721011221408844,1.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0283,original,CWE401,0.005313567817211151,1.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0286,original,CWE401,-0.02939501404762268,0.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0374,original,CWE401,0.0012964867055416107,1.0,0.0,0.0
VulBERTa-public,juliet-CWE401-0394,original,CWE401,-0.10602535307407379,0.0,0.0,0.0
VulBERTa-public,juliet-CWE404-0137,original,CWE404,0.014087788760662079,1.0,0.0,0.0
VulBERTa-public,juliet-CWE404-0251,original,CWE404,0.3411102294921875,1.0,0.0,0.0
VulBERTa-public,juliet-CWE404-0253,original,CWE404,0.029966585338115692,1.0,0.0,0.0
VulBERTa-public,juliet-CWE404-0277,original,CWE404,0.0508449524641037,1.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0013,original,CWE415,-0.4926252067089081,0.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0025,original,CWE415,-0.28628772497177124,0.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0092,original,CWE415,-0.08809471130371094,0.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0120,original,CWE415,-0.5198119878768921,0.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0204,original,CWE415,-0.23196077346801758,0.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0233,original,CWE415,0.345389723777771,1.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0262,original,CWE415,-0.5355260968208313,0.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0301,original,CWE415,0.11346614360809326,1.0,0.0,1.0
VulBERTa-public,juliet-CWE415-0347,original,CWE415,-0.4196486324071884,0.0,0.0,0.0
VulBERTa-public,juliet-CWE415-0391,original,CWE415,-0.48852378129959106,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0020,original,CWE416,-0.6017328947782516,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0040,original,CWE416,-0.03958195447921753,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0101,original,CWE416,-0.024482950568199158,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0290,original,CWE416,-0.4846985638141632,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0318,original,CWE416,-0.4573027938604355,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0338,original,CWE416,-0.49960896372795105,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0349,original,CWE416,-0.11917227506637573,0.0,0.0,0.0
VulBERTa-public,juliet-CWE416-0366,original,CWE416,-0.5053696930408478,0.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0023,original,CWE426,-0.15833276510238647,0.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0063,original,CWE426,0.09838124364614487,1.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0112,original,CWE426,-0.04408841207623482,0.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0188,original,CWE426,-0.013960763812065125,0.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0205,original,CWE426,-0.08839558064937592,0.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0228,original,CWE426,-0.009019538760185242,0.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0234,original,CWE426,0.030932139605283737,1.0,0.0,0.0
VulBERTa-public,juliet-CWE426-0281,original,CWE426,0.009970255196094513,1.0,0.0,0.0
VulBERTa-public,juliet-CWE427-0059,original,CWE427,-0.37400156259536743,0.0,0.0,0.0
VulBERTa-public,juliet-CWE427-0148,original,CWE427,0.06622453033924103,1.0,0.0,0.0
VulBERTa-public,juliet-CWE427-0220,original,CWE427,-0.01730114221572876,0.0,0.0,0.0
VulBERTa-public,juliet-CWE427-0226,original,CWE427,0.252595990896225,1.0,0.0,1.0
VulBERTa-public,juliet-CWE427-0321,original,CWE427,0.17806017398834229,1.0,0.0,0.0
VulBERTa-public,juliet-CWE427-0326,original,CWE427,0.4657211899757385,1.0,0.0,1.0
VulBERTa-public,juliet-CWE457-0036,original,CWE457,-0.0026572979986667633,0.0,0.0,0.0
VulBERTa-public,juliet-CWE457-0056,original,CWE457,-0.013837549835443497,0.0,0.0,0.0
VulBERTa-public,juliet-CWE457-0081,original,CWE457,-0.0497889444231987,0.0,0.0,0.0
VulBERTa-public,juliet-CWE457-0104,original,CWE457,-0.02267245203256607,0.0,0.0,0.0
VulBERTa-public,juliet-CWE457-0184,original,CWE457,-0.013238020241260529,0.0,0.0,0.0
VulBERTa-public,juliet-CWE457-0267,original,CWE457,-0.07185164839029312,0.0,0.0,0.0
VulBERTa-public,juliet-CWE457-0298,original,CWE457,-0.5466050654649734,0.0,0.0,0.0
VulBERTa-public,juliet-CWE457-0314,original,CWE457,-0.6581677868962288,0.0,0.0,0.0
VulBERTa-public,juliet-CWE464-0002,original,CWE464,0.08460396528244019,1.0,0.0,0.0
VulBERTa-public,juliet-CWE464-0014,original,CWE464,0.053362295031547546,1.0,0.0,0.0
VulBERTa-public,juliet-CWE464-0075,original,CWE464,0.2440175712108612,1.0,0.0,0.0
VulBERTa-public,juliet-CWE464-0094,original,CWE464,-0.0038924142718315125,0.0,0.0,0.0
VulBERTa-public,juliet-CWE464-0095,original,CWE464,0.09052231162786484,1.0,0.0,0.0
VulBERTa-public,juliet-CWE464-0179,original,CWE464,0.01753532886505127,1.0,0.0,0.0
VulBERTa-public,juliet-CWE464-0291,original,CWE464,-0.35858819633722305,0.0,0.0,0.0
VulBERTa-public,juliet-CWE476-0027,original,CWE476,0.02182544395327568,1.0,0.0,0.0
VulBERTa-public,juliet-CWE476-0049,original,CWE476,-0.3331070840358734,0.0,0.0,0.0
VulBERTa-public,juliet-CWE476-0159,original,CWE476,-0.7918004207313061,0.0,0.0,0.0
VulBERTa-public,juliet-CWE476-0162,original,CWE476,-0.053043950349092484,0.0,0.0,0.0
VulBERTa-public,juliet-CWE476-0214,original,CWE476,0.009583048522472382,1.0,0.0,0.0
VulBERTa-public,juliet-CWE476-0352,original,CWE476,-0.5807212591171265,0.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0030,original,CWE563,-0.007737748324871063,0.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0099,original,CWE563,-0.038013193756341934,0.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0124,original,CWE563,-0.011454425752162933,0.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0125,original,CWE563,0.02126813679933548,1.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0135,original,CWE563,0.0023888498544692993,1.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0164,original,CWE563,0.020990878343582153,1.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0183,original,CWE563,-0.01697292923927307,0.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0191,original,CWE563,-0.06521648168563843,0.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0202,original,CWE563,0.023143388330936432,1.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0294,original,CWE563,-0.010524801909923553,0.0,0.0,0.0
VulBERTa-public,juliet-CWE563-0348,original,CWE563,0.01748446375131607,1.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0035,original,CWE588,-0.2329765036702156,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0048,original,CWE588,-0.04437139257788658,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0089,original,CWE588,-0.0038004890084266663,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0143,original,CWE588,-0.023476872593164444,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0187,original,CWE588,0.034555986523628235,1.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0195,original,CWE588,-0.10053170472383499,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0198,original,CWE588,-0.03635924309492111,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0212,original,CWE588,-0.07139893621206284,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0330,original,CWE588,-0.17093637585639954,0.0,0.0,0.0
VulBERTa-public,juliet-CWE588-0362,original,CWE588,-0.0371001660823822,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0032,original,CWE590,-0.05511056259274483,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0054,original,CWE590,-0.0628117248415947,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0073,original,CWE590,-0.03511493653059006,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0085,original,CWE590,-0.21178464591503143,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0127,original,CWE590,-0.07265394181013107,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0261,original,CWE590,-0.07410794496536255,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0265,original,CWE590,-0.37787551432847977,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0269,original,CWE590,-0.028858646750450134,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0342,original,CWE590,-0.46163854375481606,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0377,original,CWE590,-0.1204872727394104,0.0,0.0,0.0
VulBERTa-public,juliet-CWE590-0379,original,CWE590,-0.42697835341095924,0.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0004,original,CWE591,-0.02859562635421753,0.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0038,original,CWE591,-0.19735288619995117,0.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0117,original,CWE591,0.10875660181045532,1.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0134,original,CWE591,0.133949875831604,1.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0139,original,CWE591,-0.00513969361782074,0.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0223,original,CWE591,0.07263961434364319,1.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0275,original,CWE591,0.2841484248638153,1.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0313,original,CWE591,-0.07823380827903748,0.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0331,original,CWE591,0.35199663043022156,1.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0344,original,CWE591,0.18120217323303223,1.0,0.0,0.0
VulBERTa-public,juliet-CWE591-0357,original,CWE591,0.026804327964782715,1.0,0.0,0.0
